source_key_ko,source_key_target,target_language,score,confidence,dist_m,title_ko,title_target,link_method
AttractionService:255:ko,AttractionService:255:en,en,100,high,0,흰여울문화마을,Huinnyeoul Culture Village at the end of the steep cliff,same_id
AttractionService:256:ko,AttractionService:256:en,en,100,high,0,깡깡이 예술마을,Kangkangee Arts Village where history lives on,same_id
AttractionService:257:ko,AttractionService:257:en,en,100,high,0,"국립해양박물관(한,영,중간,중번,일)","Korea National Maritime Museum, the Flower of Maritime Culture",same_id
AttractionService:258:ko,AttractionService:258:en,en,100,high,0,태종대,Taejongdae Park’s 100 years of history with Yeongdo Lighthouse,same_id
AttractionService:259:ko,AttractionService:259:en,en,100,high,0,죽성성당,The unique view of the Gijang Ocean at Jukseong Catholic Church,same_id
AttractionService:260:ko,AttractionService:260:en,en,100,high,0,"아홉산 숲 (한,영,중간,중번,일)",Meet the forest preserved for over 400 years in its natural state,same_id
AttractionService:261:ko,AttractionService:261:en,en,100,high,0,"해동용궁사 (한,영,중간,중번,일)",Haedong Yonggungsa Temple in Gijang,same_id
AttractionService:262:ko,AttractionService:262:en,en,100,high,0,임랑해수욕장,"Imnang Beach, The Beach that only I want to know",same_id
AttractionService:264:ko,AttractionService:264:en,en,100,high,0,"문화공감 수정, 초량1941(한,영,중간,중번,일)","Munhwa Gonggam Sujeong and Choryang 1941, where old stories remain",same_id
AttractionService:265:ko,AttractionService:265:en,en,100,high,0,"부산바다의 과거와 현재, 일광해수욕장","Ilgwang Beach, the past and present of the Busan Sea ",same_id
AttractionService:266:ko,AttractionService:266:en,en,100,high,0,"구 백제병원 (한,영,중간,중번,일)",Former Baekje Hospital,same_id
AttractionService:267:ko,AttractionService:267:en,en,100,high,0,백산기념관,Baeksan Memorial Hall,same_id
AttractionService:268:ko,AttractionService:268:en,en,100,high,0,"한성1918 부산생활문화센터(한,영,중간,중번,일)",Hansung 1918 Busan Lifestyle Culture Center,same_id
AttractionService:269:ko,AttractionService:269:en,en,100,high,0,"조선통신사역사관(한,영,중간,중번,일)",History Museum of Joseon Tongsinsa,same_id
AttractionService:270:ko,AttractionService:270:en,en,100,high,0,부산해양자연사박물관,Busan Marine Natural History Museum,same_id
AttractionService:272:ko,AttractionService:272:en,en,100,high,0,보수동책방골목,Bosu Book Street: Put a bookmark in your mind,same_id
AttractionService:273:ko,AttractionService:273:en,en,100,high,0,"임시수도기념관(한,영,중간,중번,일)","Meet the provisional capital, Busan",same_id
AttractionService:274:ko,AttractionService:274:en,en,100,high,0,"동아대석당박물관(한,영,중간,중번,일)",Seokdang Museum of Dong-A University embraces the historic values of Korea,same_id
AttractionService:275:ko,AttractionService:275:en,en,100,high,0,"국립일제강제동원역사관(한,영,중간,중번,일)",National Memorial Museum of Forced Mobilization under Japanese Occupation embraces the painful history,same_id
AttractionService:276:ko,AttractionService:276:en,en,100,high,0,부산박물관,History of Busan and the history of Korea,same_id
AttractionService:277:ko,AttractionService:277:en,en,100,high,0,"유엔기념공원, 유엔평화기념관(한,영,중간,중번,일)","UN Memorial Cemetery in Korea, the land remembered by people all around the world",same_id
AttractionService:278:ko,AttractionService:278:en,en,100,high,0,오륙도,Oryukdo Islets: Stories of the sea,same_id
AttractionService:279:ko,AttractionService:279:en,en,100,high,0,신선대,Sinseondae Terrace boasts the scenery that fascinated Taoist hermits,same_id
AttractionService:280:ko,AttractionService:280:en,en,100,high,0,"송정해수욕장, 죽도공원",Songjeong Beach: Preserving nature,same_id
AttractionService:281:ko,AttractionService:281:en,en,100,high,0,"아난티 코브 이터널저니(한,영,중간,중번,일)",Eternal journey with books,same_id
AttractionService:285:ko,AttractionService:285:en,en,100,high,0,민락수변공원,"Millak Waterside Park, romance by the sea in Gwangalli",same_id
AttractionService:286:ko,AttractionService:286:en,en,100,high,0,"송도해수욕장(한,영,중간,중번,일)",The reborn of Songdo Beach after 100 years,same_id
AttractionService:287:ko,AttractionService:287:en,en,100,high,0,아미산전망대,Amisan Observatory: Where the river meets the ocean,same_id
AttractionService:288:ko,AttractionService:288:en,en,100,high,0,아미동 비석마을,"Ami-dong Tombstone Culture Village, home to graveyards",same_id
AttractionService:289:ko,AttractionService:289:en,en,100,high,0,부산시립미술관,"An art museum next to the Busan Exhibition and Convention Center (BEXCO), the Busan Museum of Art",same_id
AttractionService:290:ko,AttractionService:290:en,en,100,high,0,오랑대공원,Orangdae Park: Wishing for the sea’s well-being,same_id
AttractionService:291:ko,AttractionService:291:en,en,100,high,0,국립수산과학관,Experience the underwater world in the Fisheries Science Museum!,same_id
AttractionService:295:ko,AttractionService:295:en,en,100,high,0,요산문학관,Live like a human being - Yosan Literary Museum,same_id
AttractionService:296:ko,AttractionService:296:en,en,100,high,0,박차정의사 생가,"Patriot Park Chajeong, the name we must remember",same_id
AttractionService:297:ko,AttractionService:297:en,en,100,high,0,우장춘 기념관,"Dr. U Jang-chun, a contributor to Korea’s staple crops",same_id
AttractionService:298:ko,AttractionService:298:en,en,100,high,0,누리바라기전망대,"Nuribaragi Observatory, looking out to mountainside road",same_id
AttractionService:299:ko,AttractionService:299:en,en,100,high,0,"최민식갤러리(한,영,중간,중번,일)","Choi Min-shik Gallery, a comfort for humans",same_id
AttractionService:301:ko,AttractionService:301:en,en,100,high,0,수영사적공원,"Suyeong Historical Park, perfect for a stroll in the shade.",same_id
AttractionService:302:ko,AttractionService:302:en,en,100,high,0,부산기상관측소,"Busan Meteorological Observatory, a UNESCO World Heritage site in meteorology",same_id
AttractionService:304:ko,AttractionService:304:en,en,100,high,0,"철새와 함께하는 아름다운 문화의 향연, 을숙도(한,영,중간,중번,일)","Eulsukdo Island, a beautiful cultural feast with migratory birds",same_id
AttractionService:308:ko,AttractionService:308:en,en,100,high,0,부산시청자미디어센터,Follow your dreams at Busan Community Media Center.,same_id
AttractionService:313:ko,AttractionService:313:en,en,100,high,0,"구포어린이교통공원(한,영,중간,중번,일)",Gupo Children’s Traffic Safety Park aims to educate children about traffic safety.,same_id
AttractionService:314:ko,AttractionService:314:en,en,100,high,0,부산솔로몬로파크,Learn all laws with ease at Busan Solomon Law Park,same_id
AttractionService:315:ko,AttractionService:315:en,en,100,high,0,부산어촌민속관,Explore fishing villages in Busan Fishing Village Folk Museum,same_id
AttractionService:325:ko,AttractionService:325:en,en,100,high,0,삼락생태공원,Samnak Eco Park with different charms throughout the four seasons,same_id
AttractionService:326:ko,AttractionService:326:en,en,100,high,0,"암남공원, 송도해안볼레길",Meet the Amnam Park at the edge of southern part of Amnam Peninsula,same_id
AttractionService:333:ko,AttractionService:333:en,en,100,high,0,장림포구 (부네치아),"Jangnim Port, “Bunezia,” packed with colorful photo zones",same_id
AttractionService:334:ko,AttractionService:334:en,en,100,high,0,가덕도,Gadeokdo Island offers the joy of exploration!,same_id
AttractionService:335:ko,AttractionService:335:en,en,100,high,0,렛츠런파크 부산경남,"LetsRun Park offers a feeling of enjoyment, comfort, and excitement!",same_id
AttractionService:340:ko,AttractionService:340:en,en,100,high,0,국립부산과학관,"If you know science, you can see the future. - Busan National Science Museum!",same_id
AttractionService:343:ko,AttractionService:343:en,en,100,high,0,송상현광장,"Songsanghyeon Square, the link of flow and communication",same_id
AttractionService:344:ko,AttractionService:344:en,en,100,high,0,어린이대공원,"Into nature with children at the Children’s Grand Park, Busan",same_id
AttractionService:346:ko,AttractionService:346:en,en,100,high,0,국립부산국악원,Fun all-around at the Busan National Gugak Center,same_id
AttractionService:347:ko,AttractionService:347:en,en,100,high,0,삼광사,Make three wishes to Buddha at Samgwangsa Temple,same_id
AttractionService:348:ko,AttractionService:348:en,en,100,high,0,청사포와 미포,Cheongsapo Port and Mipo Port: Small sea villages in the center of city?,same_id
AttractionService:354:ko,AttractionService:354:en,en,100,high,0,부산시민공원,Busan Citizens Park is back to provide places to help citizens have a relaxing time.,same_id
AttractionService:358:ko,AttractionService:358:en,en,100,high,0,"호천마을(한,영,중간,중번,일)",Hocheon Village is famous for the K-drama “Fight for My Way” and wall paintings of tigers,same_id
AttractionService:359:ko,AttractionService:359:en,en,100,high,0,"봉래산(한,영,중간,중번,일)",The view at Bongnaesan Mountain is spectacular!,same_id
AttractionService:361:ko,AttractionService:361:en,en,100,high,0,영화의 거리,"You go, to Cine Road",same_id
AttractionService:362:ko,AttractionService:362:en,en,100,high,0,APEC나루공원,This park is where you find small but sure happiness_APEC Naru Park,same_id
AttractionService:364:ko,AttractionService:364:en,en,100,high,0,"40계단, 문화관",Recall the history with Forty Stairs,same_id
AttractionService:365:ko,AttractionService:365:en,en,100,high,0,감천문화마을,Gamcheon Culture Village,same_id
AttractionService:366:ko,AttractionService:366:en,en,100,high,0,다대포 해수욕장,"Beautiful everywhere, Dadaepo Beach",same_id
AttractionService:367:ko,AttractionService:367:en,en,100,high,0,부산영화체험박물관/씨네뮤지엄,Busan Museum of Movies feat. Cine Museum,same_id
AttractionService:368:ko,AttractionService:368:en,en,100,high,0,"용두산공원(한,영,중간,중번,일)","Yongdusan Park, a reason to travel to Busan",same_id
AttractionService:369:ko,AttractionService:369:en,en,100,high,0,영도다리,"Yeongdodaegyo Bridge, a space of promises and tears",same_id
AttractionService:370:ko,AttractionService:370:en,en,100,high,0,"중앙공원, 민주공원",Jungang Park and Democracy Park,same_id
AttractionService:371:ko,AttractionService:371:en,en,100,high,0,"황령산 전망쉼터(한,영,중간,중번,일)",The gift of brilliant Busan at Hwangnyeongsan Viewing Lounge,same_id
AttractionService:372:ko,AttractionService:372:en,en,100,high,0,F1963,"F1963, From Wire Factory to Culture Factory",same_id
AttractionService:373:ko,AttractionService:373:en,en,100,high,0,해운대,Haeundae Beach: The Busan representative,same_id
AttractionService:377:ko,AttractionService:377:en,en,100,high,0,광안리해수욕장,Gwangalli offers a spectacular view at night.,same_id
AttractionService:396:ko,AttractionService:396:en,en,100,high,0,금정산,Geumjeongsan Mountain makes Busan even more beautiful  ,same_id
AttractionService:397:ko,AttractionService:397:en,en,100,high,0,금강공원&식물원,Geumgang Park and Botanical Garden in harmony with old and new,same_id
AttractionService:402:ko,AttractionService:402:en,en,100,high,0,"범어사 (한,영,중간,중번,일)","Visit Beomeosa Temple, one of the three major temples in Yeongnam area",same_id
AttractionService:409:ko,AttractionService:409:en,en,100,high,0,동래읍성,Dongnaeeupseong Walled Town is Busan’s original attraction!,same_id
AttractionService:415:ko,AttractionService:415:en,en,100,high,0,상해거리,Walking along Shanghai Street in Busan,same_id
AttractionService:418:ko,AttractionService:418:en,en,100,high,0,"이중섭문화거리(한,영,중간,중번,일)","Lee Jung Seop Street, a street museum in the alleyway",same_id
AttractionService:419:ko,AttractionService:419:en,en,100,high,0,"복천박물관, 복천동고분군",Return of the Gaya Kingdom at the Bokcheon Museum / Ancient Tombs in Bokcheon-dong,same_id
AttractionService:420:ko,AttractionService:420:en,en,100,high,0,벡스코,"On weekends, go to BEXCO instead of staying home!",same_id
AttractionService:421:ko,AttractionService:421:en,en,100,high,0,"영화의 전당(한,영,중간,중번,일)","Busan Cinema Center, the landmark of cinematic city Busan",same_id
AttractionService:425:ko,AttractionService:425:en,en,100,high,0,"장안사(한,영,중간,중번,일)","Jangansa Temple, a millennium temple in Bulgwangsan Mountain surrounded by the valley",same_id
AttractionService:426:ko,AttractionService:426:en,en,100,high,0,백양산,Baegyangsan Mountain overlooking Busan,same_id
AttractionService:430:ko,AttractionService:430:en,en,100,high,0,성지곡수원지,"Seongjigok Reservoir where, memories and nature coexist",same_id
AttractionService:432:ko,AttractionService:432:en,en,100,high,0,"장산(한,영,중간,중번,일)",To the peak of Jangsan Mountain that overlooks Marine City and Gwangandaegyo Bridge,same_id
AttractionService:433:ko,AttractionService:433:en,en,100,high,0,석불사,Buddha’s aspiration perched on natural rocks—Seokbulsa Temple!,same_id
AttractionService:439:ko,AttractionService:439:en,en,100,high,0,"동래향교, 기장향교(한,영,중간,중번,일)",Listen to Confucius’ and Mencius’ teachings at Dongnaehyanggyo and Gijanghyanggyo Local Confucian Schools,same_id
AttractionService:444:ko,AttractionService:444:en,en,100,high,0,"가덕도 연대봉(한,영,중간,중번,일)","A path where the sky and the sea meet, Yeondaebong Peak on Gadeokdo Island!",same_id
AttractionService:445:ko,AttractionService:445:en,en,100,high,0,승학산 억새평원,The silver grass field of Seunghaksan Mountain gives emotion to the autumn of Busan,same_id
AttractionService:450:ko,AttractionService:450:en,en,100,high,0,"대룡마을(한,영,중간,중번,일)","Daeryong Village, filled with stories and art",same_id
AttractionService:456:ko,AttractionService:456:en,en,100,high,0,대신공원,Visit Daesin Park when you need healing,same_id
AttractionService:457:ko,AttractionService:457:en,en,100,high,0,"화명수목원(한,영,중간,중번,일)","Perfect picnic spot, Hwamyeong Arboretum",same_id
AttractionService:458:ko,AttractionService:458:en,en,100,high,0,선암사,"1,000 years of fragrance at Seonamsa Temple",same_id
AttractionService:459:ko,AttractionService:459:en,en,100,high,0,운수사,Embrace the Nakdonggang River at Unsusa Temple,same_id
AttractionService:463:ko,AttractionService:463:en,en,100,high,0,"스포원파크(한,영,중간,중번,일)",Visit the Spo1 Park with your family,same_id
AttractionService:483:ko,AttractionService:483:en,en,100,high,0,"우암동 소막마을(한,영,중간,중번,일)",Have you heard about Somak Village?,same_id
AttractionService:501:ko,AttractionService:501:en,en,100,high,0,"충렬사(한,영,중간,중번,일)","Chungnyeolsa Shrine, May They Repose There Always",same_id
AttractionService:508:ko,AttractionService:508:en,en,100,high,0,부산커피박물관,Busan Coffee Museum: All about coffee,same_id
AttractionService:511:ko,AttractionService:511:en,en,100,high,0,사상생활사박물관,Sasang Museum of Everyday Life: A place for interactions,same_id
AttractionService:527:ko,AttractionService:527:en,en,100,high,0,사직야구장,Sajik Baseball Stadium is a “small Busan” filled with passion and energy.,same_id
AttractionService:550:ko,AttractionService:550:en,en,100,high,0,"부산타워(한,영,중간,중번,일)",Busan's main landmark where you can enjoy culture and sightseeing in one place,same_id
AttractionService:757:ko,AttractionService:757:en,en,100,high,0,"신평소공원(한, 영)",Walk of the day_Sinpyeong Small Park,same_id
AttractionService:833:ko,AttractionService:833:en,en,100,high,0,"송도용궁구름다리(한,영, 중간, 중번)",Songdo Yonggung Suspension Bridge ,same_id
AttractionService:838:ko,AttractionService:838:en,en,100,high,0,"정승빈작가-우암동 소막마을(한,영,중간,중번,일)","In Search of Busan’s Old History, Somak Village in Uam-dong",same_id
AttractionService:848:ko,AttractionService:848:en,en,100,high,0,"부산치유의 숲(한, 영)",Busan Healing Forest,same_id
AttractionService:876:ko,AttractionService:876:en,en,100,high,0,"정승빈작가-아미동비석마을(한,영,중간,중번,일)","Ami-dong Tombstone Culture Village, a hope built on the cemetery",same_id
AttractionService:1014:ko,AttractionService:1014:en,en,100,high,0,"힐링하기 좋은 부산 어촌마을 (한,영,중간,중번,일)",Fishing Villages: Best Relaxing Getaways in Busan,same_id
AttractionService:1016:ko,AttractionService:1016:en,en,100,high,0,"턴투워드부산(한,영,중간,중번,일)",Turn Toward Busan,same_id
AttractionService:1024:ko,AttractionService:1024:en,en,100,high,0,"기장 달음산 자연휴양림(한,영,중간,중번,일)",Dareumsan Recreational Forest in Gijang,same_id
AttractionService:1031:ko,AttractionService:1031:en,en,100,high,0,"부산도서관(한,영,중간,중번,일)",Be Smart in Busan Metropolitan Library,same_id
AttractionService:1142:ko,AttractionService:1142:en,en,100,high,0,"해운대수목원 (한,영,중간,중번,일)","Green waves by the vast sea, Haeundae Arboretum",same_id
AttractionService:1179:ko,AttractionService:1179:en,en,100,high,0,"영도 봉산마을(한,영,중간,중번,일)","Pure, untainted Bongsan Village, Yeongdo",same_id
AttractionService:1185:ko,AttractionService:1185:en,en,100,high,0,"KT&G상상마당 부산(한,영,중간,중번,일)","KT&G Sangsang Madang Busan, a cultural complex where you communicate through culture",same_id
AttractionService:1305:ko,AttractionService:1305:en,en,100,high,0,"광안종합시장 (한,영,중간,중번,일)",Let's buy some good vibes! Gwangan Market,same_id
AttractionService:1310:ko,AttractionService:1310:en,en,100,high,0,"롯데월드 어드벤처 부산 (한,영,중간,중번,일) ",Lotte World Adventure Busan,same_id
AttractionService:1322:ko,AttractionService:1322:en,en,100,high,0,"현대 모터스튜디오 부산(한,영,중간,중번,일) ","Hyundai Motorstudio Busan, a Complex Cultural Space",same_id
AttractionService:1329:ko,AttractionService:1329:en,en,100,high,0,"힙함 가득한 전포공구길(한,영,중간,중번,일) ",The hippest place – Jeonpogonggu-gil,same_id
AttractionService:1422:ko,AttractionService:1422:en,en,100,high,0,"송도해상케이블카(한,영,중간,중번,일)","Songdo Marine Sea Car, the Most Refreshing Ocean View!",same_id
AttractionService:1434:ko,AttractionService:1434:en,en,100,high,0,"화명생태공원(한,영,중간,중번,일)",Enjoy the Whole Day at Hwamyeong Eco Park,same_id
AttractionService:1440:ko,AttractionService:1440:en,en,100,high,0,"태종대자동차극장(한,영,중간,중번,일)",CGV DRIVE-IN Yeongdo: An Outdoor Theater in Nature,same_id
AttractionService:1444:ko,AttractionService:1444:en,en,100,high,0,"부산근현대역사관 별관(한,영,중간,중번,일)",Busan Modern & Contemporary History Museum Annex  Transformed Into a Wonderful Cultural Complex,same_id
AttractionService:1449:ko,AttractionService:1449:en,en,100,high,0,"우암동 도시숲(한,영,중간,중번,일)",Uam-dong Urban Forest,same_id
AttractionService:1653:ko,AttractionService:1653:en,en,100,high,0,"서면미술관(한,영,중간,중번,일)",Seomyeon Art Museum,same_id
AttractionService:1671:ko,AttractionService:1671:en,en,100,high,0,"부산현대미술관(한,영,중간,중번,일)",Museum of Contemporary Art Busan,same_id
AttractionService:1673:ko,AttractionService:1673:en,en,100,high,0,"대저생태공원(한,영,중간,중번,일)",Daejeo Eco Park,same_id
AttractionService:1674:ko,AttractionService:1674:en,en,100,high,0,"맥도생태공원(한,영,중간,중번,일)",Maekdo Ecological Park,same_id
AttractionService:1676:ko,AttractionService:1676:en,en,100,high,0,"금빛노을브릿지(한,영,중간,중번,일)",Golden Sunset Bridge,same_id
AttractionService:1677:ko,AttractionService:1677:en,en,100,high,0,"감전야생화단지(한,영,중간,중번,일)",Gamjeon Wildflower Garden,same_id
AttractionService:1696:ko,AttractionService:1696:en,en,100,high,0,"국제커피박물관(한,영,중간,중번,일)",The International Coffee Museum,same_id
AttractionService:1709:ko,AttractionService:1709:en,en,100,high,0,"박태준기념관(한,영,중간,중번,일)",Park Tae-joon Museum,same_id
AttractionService:1718:ko,AttractionService:1718:en,en,100,high,0,"다대포해변공원(한,영,중간,중번,일)",Dadaepo Beach Park,same_id
AttractionService:1731:ko,AttractionService:1731:en,en,100,high,0,"유엔평화공원(한,영,중간,중번,일)",UN Peace Park,same_id
AttractionService:1772:ko,AttractionService:1772:en,en,100,high,0,"정중앙공원(한,영,중간,중번,일)","Busan Central Park, a Place of Good Luck",same_id
AttractionService:1776:ko,AttractionService:1776:en,en,100,high,0,"복천사(한,영,중간,중번,일)",Bokcheonsa Temple,same_id
AttractionService:1777:ko,AttractionService:1777:en,en,100,high,0,"인공철새서식지 명품둘레길(한,영,중간,중번,일)",Artificial Migratory Bird Habitat Myeongpum Dulle Trails,same_id
AttractionService:1796:ko,AttractionService:1796:en,en,100,high,0,"목련꽃 가득 안은 성암사, 나만 알고 싶은 봄꽃 성지(한,영,중간,중번,일)","Seongamsa Temple: A hidden gem filled with magnolias, a sanctuary of spring flowers that I wish to keep to myself",same_id
AttractionService:1798:ko,AttractionService:1798:en,en,100,high,0,"땅뫼산 황토숲길(한,영,중간,중번,일)",Ttangmoesan Red Clay Trail,same_id
AttractionService:1857:ko,AttractionService:1857:en,en,100,high,0,"인도문화원(한,영,중간,중번,일)",Discover Vibrant India in Korea,same_id
AttractionService:1862:ko,AttractionService:1862:en,en,100,high,0,"KF아세안문화원(한,영,중간,중번,일)",Want to know more about ASEAN? ,same_id
AttractionService:1866:ko,AttractionService:1866:en,en,100,high,0,"오초량(한,영,중간,중번,일)",A house with 100 years of history,same_id
AttractionService:1867:ko,AttractionService:1867:en,en,100,high,0,"부산이슬람성원(한,영,중간,중번,일)",Experience Cultural Richness!,same_id
AttractionService:1868:ko,AttractionService:1868:en,en,100,high,0,"친환경스카이웨이전망대(한,영,중간,중번,일)",Take in the view of Busan Port at a glance from the Environmentally Friendly Skyway Observatory,same_id
AttractionService:1881:ko,AttractionService:1881:en,en,100,high,0,"부산근현대역사관 본관(한,영,중간,중번,일)",Busan's modern and contemporary history at a glance! Things to do with children in Nampo-dong,same_id
AttractionService:1890:ko,AttractionService:1890:en,en,100,high,0,"무사이(한, 영, 중간, 중번, 일)","Mousai, a cultural complex for days when you want to get lost in thought",same_id
AttractionService:1900:ko,AttractionService:1900:en,en,100,high,0,"부산 트래블라운지 (한, 영, 중간, 중번, 일)","True Busan Experience Programs, Put together by the Busan Travel Lounge",same_id
AttractionService:2013:ko,AttractionService:2013:en,en,100,high,0,"반여 초록공원 장산계곡(한,영,중간,중번,일)","Banyeo Chorok Park, a Child-friendly Forest Playground & Valley",same_id
AttractionService:2019:ko,AttractionService:2019:en,en,100,high,0,"중앙공원(구 대신공원) 대신계곡(한,영,중간,중번,일)",Refresh your mind with the clean air and water of Daeshin Park & Daeshin Valley (Former),same_id
AttractionService:2024:ko,AttractionService:2024:en,en,100,high,0,"구덕야영장 계곡(한,영,중간,중번,일)","Auto camping in Gudeok Valley, a perfect getaway to a hidden natural spot",same_id
AttractionService:2034:ko,AttractionService:2034:en,en,100,high,0,"범어사 용성계곡(한,영,중간,중번,일)","Beomeosa Temple in Yongseong Valley, where you can get a glimpse of Busan's history and enjoy the cool valley stream",same_id
AttractionService:2065:ko,AttractionService:2065:en,en,100,high,0,"용소웰빙공원(한,영,중간,중번,일)","Yongso Well-Being Park, A Hidden Walk in the Heart of the City",same_id
AttractionService:2067:ko,AttractionService:2067:en,en,100,high,0,"국립부산국악원 국악체험관(한,영,중간,중번,일)","Explore the Sounds of Korea, Gugak Experience Hall, Busan National Gugak Center",same_id
AttractionService:2077:ko,AttractionService:2077:en,en,100,high,0,"부산수학문화관(한,영,중간,중번,일)","Don’t give up on math! Go to ‘Busan Mathematics Culture Museum’, a hands-on math playground",same_id
AttractionService:2078:ko,AttractionService:2078:en,en,100,high,0,"마하사(한,영,중간,중번,일)", Busan's First Buddhist Temple: Mahasa Temple,same_id
AttractionService:2079:ko,AttractionService:2079:en,en,100,high,0,"이바구길 사진관(한,영,중간,중번,일)",Ibagu-gil Photo Studio To Capture Memories,same_id
AttractionService:2081:ko,AttractionService:2081:en,en,100,high,0,"북항 친수공원(한,영,중간,중번,일)","North Port Waterfront Park, an up-and-coming night spot in Busan",same_id
AttractionService:2082:ko,AttractionService:2082:en,en,100,high,0,"북항재개발 홍보관(한,영,중간,중번,일)",Perfect Promotion with Ocean View! Busan North Port Redevelopment Promotion Hall,same_id
AttractionService:2085:ko,AttractionService:2085:en,en,100,high,0,"문화예술플랫폼(한,영,중간,중번,일)","Culture and Arts Platform, where everyone is an artist",same_id
AttractionService:2086:ko,AttractionService:2086:en,en,100,high,0,"북두칠성도서관(한,영,중간,중번,일)","‘Bookdoochilseong Library’, where books meet people and become a light and a guide",same_id
AttractionService:2095:ko,AttractionService:2095:en,en,100,high,0,"송정 구덕포길(한,영,중간,중번,일)",Songjeong Gudeokpo-gil: A Hidden Gem in Haeundae,same_id
AttractionService:2102:ko,AttractionService:2102:en,en,100,high,0,"망양로 산복도로 전시관(한,영,중간,중번,일)",Sanbok Road Exhibition Hall in Mangyang-ro: Showcasing the History of the Hillside Road,same_id
AttractionService:2104:ko,AttractionService:2104:en,en,100,high,0,"닥밭골 벽화마을(한,영,중간,중번,일)",“Dakbatgol Mural Village”: A Harmony of Colors,same_id
AttractionService:2105:ko,AttractionService:2105:en,en,100,high,0,"대청스카이전망대(한,영,중간,중번,일)",Daecheong Sky Observatory: A Viewpoint Over Busan,same_id
AttractionService:2106:ko,AttractionService:2106:en,en,100,high,0,"색채마을(한,영,중간,중번,일)","‘Color Village’ in Mangyang-ro, Full of Vibrant Colors",same_id
AttractionService:2119:ko,AttractionService:2119:en,en,100,high,0,"뮤직컴플렉스 서울 부산점(한,영,중간,중번,일)","Music Complex Seoul – Busan: Indulge in 20,000 LPs! ",same_id
AttractionService:2121:ko,AttractionService:2121:en,en,100,high,0,"누리마루 APEC하우스 (한,영,중간,중번,일)", Nurimaru APEC House for a night walk with stunning night views,same_id
AttractionService:2133:ko,AttractionService:2133:en,en,100,high,0,"용호 별빛공원(한,영,중간,중번,일)","Yongho Starlight Park, a special place to stroll! ",same_id
AttractionService:2138:ko,AttractionService:2138:en,en,100,high,0,"부산 워케이션 거점센터(한,영,중간,중번,일)",Busan Workation Central Center: A Mecca for Workationers,same_id
AttractionService:2139:ko,AttractionService:2139:en,en,100,high,0,"더휴일X데스커 워케이션 센터(한,영,중간,중번,일)",The Hyuil X Desker Workation Center: Where work meets relaxation!,same_id
AttractionService:2140:ko,AttractionService:2140:en,en,100,high,0,"씨씨윗북 북스토어(한,영,중간,중번,일)","See Sea With BOOK:  A tranquil place to work and unwind, offering a fantastic view of the ocean around Yeongdo Island.",same_id
AttractionService:2143:ko,AttractionService:2143:en,en,100,high,0,"패스파인더 남포점(한,영,중간,중번,일)",Pathfinder Nampo Branch: Discovering a new way together,same_id
AttractionService:2145:ko,AttractionService:2145:en,en,100,high,0,"도모헌(한,영,중간,중번,일)","DOMOHEON, a Space to “Promote” (domo in Korean) the Future of Busan Together ",same_id
AttractionService:2153:ko,AttractionService:2153:en,en,100,high,0,"동삼동패총전시관(한,영,중간,중번,일)","Dongsam-dong Shell Midden Museum,'  Meeting Yeongdo in the Neolithic Age",same_id
AttractionService:2155:ko,AttractionService:2155:en,en,100,high,0,"부산시민공원 역사문화관(한,영,중간,중번,일)",Busan Citizens Park History Museum: Learn All About the US Army Camp Hialeah,same_id
AttractionService:2157:ko,AttractionService:2157:en,en,100,high,0,"다대포 바다누리길(한,영,중간,중번,일)",Dadaepo Badanuri-gil trail for a peaceful walk on a quiet beach,same_id
AttractionService:2166:ko,AttractionService:2166:en,en,100,high,0,"광안리 골방(한,영,중간,중번,일)",Gwangalli Golbang: A Perfect Place for Solo Drinks and Music,same_id
AttractionService:2172:ko,AttractionService:2172:en,en,100,high,0,"오시리아 해안 산책로(한,영,중간,중번,일)",Osiria Coastal Walk: Scenic Beauty and Folk Tales,same_id
AttractionService:2173:ko,AttractionService:2173:en,en,100,high,0,"홍티아트센터(한,영,중간,중번,일)",Hong-Ti Art Center: Cultivating the Growth of Local Art,same_id
AttractionService:2186:ko,AttractionService:2186:en,en,100,high,0,"일광 광산마을(한,영,중간,중번,일)",Ilgwang Mining Village: Where Beautiful Nature Meets Painful History,same_id
AttractionService:2187:ko,AttractionService:2187:en,en,100,high,0," 부산항 제 1부두(한,영,중간,중번,일)",Busan Port Pier 1: Where the Past Meets the Future,same_id
AttractionService:2188:ko,AttractionService:2188:en,en,100,high,0,"유엔평화기념관(한,영,중간,중번,일)",United Nations Peace Memorial: A Tribute to the UN's Commitment and Promise of Peace,same_id
AttractionService:2189:ko,AttractionService:2189:en,en,100,high,0,"명지 철새 탐조대(한,영,중간,중번,일)",Discover the Beauty of Winter Migratory Birds at the Myeongji Migratory Bird Observatory,same_id
AttractionService:2191:ko,AttractionService:2191:en,en,100,high,0,"포디움다이브엠(한,영,중간,중번,일)","‘Podium Dive M’, A Rising Cultural Arena In Gwangalli ",same_id
AttractionService:2200:ko,AttractionService:2200:en,en,100,high,0,"갤러리 수정(한,영,중간,중번,일)",Gallery Sujeong: Unveiling the Hidden Arts of Busan,same_id
AttractionService:2202:ko,AttractionService:2202:en,en,100,high,0,"이바구캠프(한,영,중간,중번,일)",Ibagu Camp: A Healing Space That Grows With The Village,same_id
