source_key_ko,source_key_target,target_language,score,confidence,dist_m,title_ko,title_target,link_method
FoodService:1506:ko,FoodService:1506:en,en,100,high,0,톤쇼우 부산대점,Tonshou PNU Branch(톤쇼우 부산대점),same_id
FoodService:1804:ko,FoodService:1804:en,en,100,high,0,고향연화,Gohyangyeonhwa,same_id
FoodService:1827:ko,FoodService:1827:en,en,100,high,0,다이도코로 광안리본점,DAIDOKORO (다이도코로),same_id
FoodService:1833:ko,FoodService:1833:en,en,100,high,0,샤브남바완,SHABU No.1,same_id
FoodService:1835:ko,FoodService:1835:en,en,100,high,0,제로베이스,Zerobase,same_id
FoodService:1841:ko,FoodService:1841:en,en,100,high,0,김정연분식 면옥향천,Myeonok hyangcheon,same_id
FoodService:1844:ko,FoodService:1844:en,en,100,high,0,모리,Mori,same_id
FoodService:1847:ko,FoodService:1847:en,en,100,high,0,쇼진,SHOJIN,same_id
FoodService:1849:ko,FoodService:1849:en,en,100,high,0,우봉 샤브 청사포점,Woobong Shabu,same_id
FoodService:1851:ko,FoodService:1851:en,en,100,high,0,하레마,HAREMA,same_id
FoodService:2340:ko,FoodService:2340:en,en,100,high,0,스시시안,Sushi sian（스시시안）,same_id
FoodService:2341:ko,FoodService:2341:en,en,100,high,0,쥬가,JYUGA（쥬가）,same_id
FoodService:2342:ko,FoodService:2342:en,en,100,high,0,쿠지라멘,Kuziramen（쿠지라멘）,same_id
FoodService:2346:ko,FoodService:2346:en,en,100,high,0,고등어연구소 본점,Mackerel Research Institute Main Branch(고등어연구소 본점),same_id
FoodService:2349:ko,FoodService:2349:en,en,100,high,0,야스마루 닌니쿠,Yasumaru Ninniku,same_id
FoodService:2350:ko,FoodService:2350:en,en,100,high,0,지즈,Jeez,same_id
FoodService:2351:ko,FoodService:2351:en,en,100,high,0,순사이쿠보,Shunsai Kubo,same_id
FoodService:2361:ko,FoodService:2361:en,en,100,high,0,야키토리 백탄,Yakitori BAEKTAN(야키토리 백탄),same_id
FoodService:2362:ko,FoodService:2362:en,en,100,high,0,야키토리 해공,Yakitori HAEGONG (야키토리 해공）,same_id
FoodService:2364:ko,FoodService:2364:en,en,100,high,0,으뜸이로리바타,EUTTEUM Iroribata(으뜸이로리바타),same_id
FoodService:2366:ko,FoodService:2366:en,en,100,high,0,조이풀조이풀(골드핀치by조이풀조이풀),Goldfinch by joyful joyful(조이풀조이풀),same_id
FoodService:1241:ko,FoodService:1241:en,en,100,high,0,포에버얌 부산기장점,PHOever Yum (포에버얌),same_id
FoodService:1243:ko,FoodService:1243:en,en,100,high,0,양귀빈 식당 3호점,Yanggwibin Sikdang Branch No. 3,same_id
FoodService:1271:ko,FoodService:1271:en,en,100,high,0,타이빈,Thai Bin (타이빈),same_id
FoodService:1287:ko,FoodService:1287:en,en,100,high,0,오공떵번,50 Tan Binh (오공떵번),same_id
FoodService:1474:ko,FoodService:1474:en,en,100,high,0,부산대 포맨티코 본점,Phomantico PNU Branch (부산대 포맨티코),same_id
FoodService:1477:ko,FoodService:1477:en,en,100,high,0,어밤부,A bamboo (어밤부),same_id
FoodService:2328:ko,FoodService:2328:en,en,100,high,0,달타이,DALTHAI(달타이),same_id
FoodService:2329:ko,FoodService:2329:en,en,100,high,0,란아한,RAN A HAN(란아한),same_id
FoodService:2330:ko,FoodService:2330:en,en,100,high,0,바오하우스,BAOHAUS(바오하우스),same_id
FoodService:124:ko,FoodService:124:en,en,100,high,0,이재모피자 본점,Lee Jaemo Pizza (이재모피자),same_id
FoodService:156:ko,FoodService:156:en,en,100,high,0,르꽁비브,Le Convive (르꽁비브),same_id
FoodService:215:ko,FoodService:215:en,en,100,high,0,이층집 564-9,Yichungjip5649,same_id
FoodService:865:ko,FoodService:865:en,en,100,high,0,방코,BANCO (방코),same_id
FoodService:887:ko,FoodService:887:en,en,100,high,0,다이닝센 부산본점,Dining Sen Busan (다이닝센 부산본점),same_id
FoodService:960:ko,FoodService:960:en,en,100,high,0,디에이블 송도점,The 8ble Songdo Branch ,same_id
FoodService:1110:ko,FoodService:1110:en,en,100,high,0,버거샵 서면,Burger Shop (버거샵),same_id
FoodService:1135:ko,FoodService:1135:en,en,100,high,0,영도우,Young Dough (영도우),same_id
FoodService:1228:ko,FoodService:1228:en,en,100,high,0,로얄경양식&스테이크 광안점,"Royal Gyeongyangsik & Steak, Gwangan Branch",same_id
FoodService:1238:ko,FoodService:1238:en,en,100,high,0,솔리보,Solivo (솔리보),same_id
FoodService:1244:ko,FoodService:1244:en,en,100,high,0,고민끝에여기,Gominkkeute Yeogi (고민끝에여기),same_id
FoodService:1248:ko,FoodService:1248:en,en,100,high,0,지에이비148,GAB148,same_id
FoodService:1252:ko,FoodService:1252:en,en,100,high,0,그라치에,Grazie (그라치에),same_id
FoodService:1266:ko,FoodService:1266:en,en,100,high,0,밀보스79,Milboss 79 (밀보스79),same_id
FoodService:1458:ko,FoodService:1458:en,en,100,high,0,1966정원 천성항점,1966 Jungwon (1966정원),same_id
FoodService:1475:ko,FoodService:1475:en,en,100,high,0,명란브랜드연구소,Myeongnan Brand Laboratory (명란브랜드연구소),same_id
FoodService:1481:ko,FoodService:1481:en,en,100,high,0,버거인뉴욕,Burger in New York (버거인뉴욕),same_id
FoodService:1484:ko,FoodService:1484:en,en,100,high,0,쉐프리,Chef Lee (쉐프리),same_id
FoodService:1486:ko,FoodService:1486:en,en,100,high,0,스톤스트리트,Stone Street,same_id
FoodService:1490:ko,FoodService:1490:en,en,100,high,0,음주양식당 오스테리아 어부,Osteria Aboo (음주양식당 오스테리아 어부),same_id
FoodService:1811:ko,FoodService:1811:en,en,100,high,0,팔레트,Palate,same_id
FoodService:1812:ko,FoodService:1812:en,en,100,high,0,공담 파스타,Gongdam,same_id
FoodService:1820:ko,FoodService:1820:en,en,100,high,0,코르 파스타 바,Cor pasta bar,same_id
FoodService:1824:ko,FoodService:1824:en,en,100,high,0,611WoodFire,611WoodFire,same_id
FoodService:1826:ko,FoodService:1826:en,en,100,high,0,뉼리 광안리점,NEWLY,same_id
FoodService:1828:ko,FoodService:1828:en,en,100,high,0,더스모코,THE SMOKO,same_id
FoodService:1829:ko,FoodService:1829:en,en,100,high,0,램지,Ramsey,same_id
FoodService:1834:ko,FoodService:1834:en,en,100,high,0,아웃트로 바이 비토,Outro by Vito,same_id
FoodService:1842:ko,FoodService:1842:en,en,100,high,0,랩24 바이 쿠무다,LAB XXIV  by Kumuda,same_id
FoodService:1843:ko,FoodService:1843:en,en,100,high,0,르도헤,Le DORER,same_id
FoodService:2332:ko,FoodService:2332:en,en,100,high,0,롯데호텔 부산 블루헤이븐,Blue Haven(롯데호텔 부산 블루헤이븐）,same_id
FoodService:2344:ko,FoodService:2344:en,en,100,high,0,팔레트,Palate（팔레트）,same_id
FoodService:2353:ko,FoodService:2353:en,en,100,high,0,델리봉,DELI BONG(델리봉),same_id
FoodService:2360:ko,FoodService:2360:en,en,100,high,0,아펙트,Afekt(아펙트),same_id
FoodService:127:ko,FoodService:127:en,en,100,high,0,모모스커피,Momos Coffee (모모스커피),same_id
FoodService:158:ko,FoodService:158:en,en,100,high,0,파니니브런치본점,Panini Brunch (파니니브런치),same_id
FoodService:174:ko,FoodService:174:en,en,100,high,0,웨이브온커피,Waveon Coffee (웨이브온커피),same_id
FoodService:245:ko,FoodService:245:en,en,100,high,0,초량1941 ,Choryang 1941 (초량 1941),same_id
FoodService:920:ko,FoodService:920:en,en,100,high,0,에테르,Aether (에테르),same_id
FoodService:926:ko,FoodService:926:en,en,100,high,0,디저트시네마,Dessert Cinema (디저트시네마),same_id
FoodService:959:ko,FoodService:959:en,en,100,high,0,홍옥당, Hongokdang,same_id
FoodService:1445:ko,FoodService:1445:en,en,100,high,0,피아크 카페&베이커리,P. Ark Cafe&Bakery ,same_id
FoodService:1446:ko,FoodService:1446:en,en,100,high,0,큐제,QG (큐제),same_id
FoodService:1447:ko,FoodService:1447:en,en,100,high,0,커피스가모 인 서면,Coffee Sugamo in Seomyeon (커피스가모 인 서면),same_id
FoodService:1448:ko,FoodService:1448:en,en,100,high,0,칠암사계,Chiramsagye (칠암사계),same_id
FoodService:1450:ko,FoodService:1450:en,en,100,high,0,초량온당,Choryang Ondang (초량온당),same_id
FoodService:1452:ko,FoodService:1452:en,en,100,high,0,이흥용과자점 부산대직영점,Lee Heung-yong Bakery PSU Branch (이흥용과자점 부산대점),same_id
FoodService:1459:ko,FoodService:1459:en,en,100,high,0,용호동할매팥빙수단팥죽 본점,Yongho Halmae Patbingsu Danpatjuk (용호할매팥빙수단팥죽),same_id
FoodService:1460:ko,FoodService:1460:en,en,100,high,0,올드머그,Old Mug,same_id
FoodService:1461:ko,FoodService:1461:en,en,100,high,0,아데초이,A’de Choi (아데초이),same_id
FoodService:1462:ko,FoodService:1462:en,en,100,high,0,빌라빌레쿨라,Villa Villekulla (빌라 빌레쿨라),same_id
FoodService:1463:ko,FoodService:1463:en,en,100,high,0,브리타니,Brittany (브리타니),same_id
FoodService:1464:ko,FoodService:1464:en,en,100,high,0,브레이크인커피,Break in Coffee (브레이크인 커피),same_id
FoodService:1465:ko,FoodService:1465:en,en,100,high,0,bread365,bread365,same_id
FoodService:1466:ko,FoodService:1466:en,en,100,high,0,보리종파티세리 본점,Borison Patisserie Main Branch (보리종파티세리 본점),same_id
FoodService:1467:ko,FoodService:1467:en,en,100,high,0,바우노바,Baunova (바우노바),same_id
FoodService:1802:ko,FoodService:1802:en,en,100,high,0,토북베이커리,TOBUK BAKERY (토북 베이커리),same_id
FoodService:1803:ko,FoodService:1803:en,en,100,high,0,카페호밀,Cafe Homil (카페호밀),same_id
FoodService:1815:ko,FoodService:1815:en,en,100,high,0,칙투칙,Cheek to Cheek (칙투칙),same_id
FoodService:1816:ko,FoodService:1816:en,en,100,high,0,프랑스 과자점  브리앙,Biscuiterie Française BRILLANT (프랑스 과자점 브리앙),same_id
FoodService:1819:ko,FoodService:1819:en,en,100,high,0,베르크로스터스,Werk Roasters (베르크로스터스),same_id
FoodService:1831:ko,FoodService:1831:en,en,100,high,0,무슈뱅상,MONSIEUR  VINCENT,same_id
FoodService:1838:ko,FoodService:1838:en,en,100,high,0,그리다부부,Bubu Coffee,same_id
FoodService:1840:ko,FoodService:1840:en,en,100,high,0,연경재,Yeongyeongjae,same_id
FoodService:1845:ko,FoodService:1845:en,en,100,high,0,비비비당,bibibidang,same_id
FoodService:2354:ko,FoodService:2354:en,en,100,high,0,보느파티쓰리,Bonheur Patisserie(보느파티쓰리),same_id
FoodService:2358:ko,FoodService:2358:en,en,100,high,0,데일리럭키,Daily Lucky,same_id
FoodService:2371:ko,FoodService:2371:en,en,100,high,0,연화제과,Yeonhwa bakery ,same_id
FoodService:2386:ko,FoodService:2386:en,en,100,high,0,히떼로스터리 전포점,Hytte roastery Jeonpo Branch (히떼로스터리 전포점),same_id
FoodService:72:ko,FoodService:72:en,en,100,high,0,만호갈미샤브샤브,Manho-galmi Shabu Shabu (만호갈미 샤브샤브),same_id
FoodService:83:ko,FoodService:83:en,en,100,high,0,부흥식당,Booheung Sikdang (부흥식당),same_id
FoodService:92:ko,FoodService:92:en,en,100,high,0,원조할매집,Wonjo Halmaejip (원조할매집),same_id
FoodService:107:ko,FoodService:107:en,en,100,high,0,김해식당,Gimhae Sikdang (김해식당),same_id
FoodService:109:ko,FoodService:109:en,en,100,high,0,물꽁식당,Mulkkong Sikdang (물꽁식당),same_id
FoodService:112:ko,FoodService:112:en,en,100,high,0,부산명물횟집,Busan Myeongmul Hoet-jip (부산명물횟집),same_id
FoodService:154:ko,FoodService:154:en,en,100,high,0,동백섬횟집, Dongbaekseom Hoejip (동백섬횟집),same_id
FoodService:177:ko,FoodService:177:en,en,100,high,0,대티물꽁,DaetiMulkkong (대티물꽁),same_id
FoodService:208:ko,FoodService:208:en,en,100,high,0,국이네낙지볶음,Gugine Nakjibokkeum (국이네낙지볶음),same_id
FoodService:214:ko,FoodService:214:en,en,100,high,0,광안리신라횟집,Silla Hoetjip (신라횟집),same_id
FoodService:218:ko,FoodService:218:en,en,100,high,0,초원복국,Chowonbokguk (초원복국),same_id
FoodService:564:ko,FoodService:564:en,en,100,high,0,김유순대구뽈찜,Kim Yu-sun Daegu Ppoljjim (김유순대구뽈찜),same_id
FoodService:1092:ko,FoodService:1092:en,en,100,high,0,광명집,Gwangmyeongjip (광명집),same_id
FoodService:1230:ko,FoodService:1230:en,en,100,high,0,무궁화,Mugunghwa,same_id
FoodService:1436:ko,FoodService:1436:en,en,100,high,0,마파람해물찜해물탕 구서본점,Maparam Haemuljjim Haemultang Guseo Main Branch (마파람 해물찜 해물탕 구서본점),same_id
FoodService:1437:ko,FoodService:1437:en,en,100,high,0,청해수산,Cheonghae Susan (청해수산),same_id
FoodService:1438:ko,FoodService:1438:en,en,100,high,0,궁중해물탕 조씨집 대연본점,Gungjung Haemultang Jossijip (궁중해물탕 조씨집),same_id
FoodService:1439:ko,FoodService:1439:en,en,100,high,0,까치횟집,Kkachi Hoetjip (까치횟집),same_id
FoodService:1441:ko,FoodService:1441:en,en,100,high,0,미청식당,Micheong Sikdang (미청식당),same_id
FoodService:1451:ko,FoodService:1451:en,en,100,high,0,원조 바다집,Wonjo Badajip (원조 바다집),same_id
FoodService:1453:ko,FoodService:1453:en,en,100,high,0,소문난원조조방낙지본점,Somunnan Wonjo Jobangnakji (소문난 원조 조방낙지),same_id
FoodService:1454:ko,FoodService:1454:en,en,100,high,0,오대양횟집,Odaeyang Hoetjip (오대양횟집),same_id
FoodService:1455:ko,FoodService:1455:en,en,100,high,0,오륙도낙지 범일본점,Oryukdo Nakji Beomil Main Branch (오륙도 낙지 범일본점),same_id
FoodService:1456:ko,FoodService:1456:en,en,100,high,0,일미아구찜,Ilmi Agujjim (일미아구찜),same_id
FoodService:1457:ko,FoodService:1457:en,en,100,high,0,제주복국,Jeju Bokguk (제주복국),same_id
FoodService:1806:ko,FoodService:1806:en,en,100,high,0,무진장횟집 기장점,Mujinjang Hoetjip  Gijang Branch,same_id
FoodService:1836:ko,FoodService:1836:en,en,100,high,0,고등어다찌  연산본점,Godeungeodajji  Yeonsan Main Branch,same_id
FoodService:2337:ko,FoodService:2337:en,en,100,high,0,선창횟집,Seonchang Hoetjip（선창횟집）,same_id
FoodService:2363:ko,FoodService:2363:en,en,100,high,0,우리포차,Wooripocha（우리포차）,same_id
FoodService:87:ko,FoodService:87:en,en,100,high,0,사미헌,Samihun (사미헌),same_id
FoodService:141:ko,FoodService:141:en,en,100,high,0,거대갈비,Geodae-Galbi (거대갈비),same_id
FoodService:200:ko,FoodService:200:en,en,100,high,0,옛날오막집,Yennal Omakjip (옛날 오막집),same_id
FoodService:890:ko,FoodService:890:en,en,100,high,0,오륙도 가원,Gawon (Oryukdo Island),same_id
FoodService:944:ko,FoodService:944:en,en,100,high,0,남촌,Namchon (남촌),same_id
FoodService:1100:ko,FoodService:1100:en,en,100,high,0,호포갈비 문현점,Hopogalbi Munhyeon Branch (호포갈비 문현점),same_id
FoodService:1242:ko,FoodService:1242:en,en,100,high,0,물레방아 즉석구이,Mullebanga Jeukseokgui (물레방아 즉석구이),same_id
FoodService:1250:ko,FoodService:1250:en,en,100,high,0,목장원,Mokjangwon (목장원),same_id
FoodService:1275:ko,FoodService:1275:en,en,100,high,0,장어촌,Jangeochon (장어촌),same_id
FoodService:1476:ko,FoodService:1476:en,en,100,high,0,육화목,Yughwamok,same_id
FoodService:1478:ko,FoodService:1478:en,en,100,high,0,우토피아,Wootopia,same_id
FoodService:1479:ko,FoodService:1479:en,en,100,high,0,우봉,Ubong (우봉),same_id
FoodService:1494:ko,FoodService:1494:en,en,100,high,0,앙탄,Angtan (앙탄),same_id
FoodService:1536:ko,FoodService:1536:en,en,100,high,0,88돼지갈비,88 Dwaejigalbi (88돼지갈비),same_id
FoodService:1822:ko,FoodService:1822:en,en,100,high,0,곰보식당,Gombo Sikdang,same_id
FoodService:1850:ko,FoodService:1850:en,en,100,high,0,초필살돼지구이 해운대 본점,Chopilsal  Dwaejigui,same_id
FoodService:2325:ko,FoodService:2325:en,en,100,high,0,밀양갈비,Miryang Galbi(밀양갈비),same_id
FoodService:2327:ko,FoodService:2327:en,en,100,high,0,30년전통가마솥석쇠돼지갈비,Gamasot(30년전통가마솥석쇠돼지갈비),same_id
FoodService:2370:ko,FoodService:2370:en,en,100,high,0,해운대암소갈비집,Haeundae Rib Barbecue Restaurant,same_id
FoodService:2381:ko,FoodService:2381:en,en,100,high,0,고기형,GOGIHYUNG(고기형),same_id
FoodService:2384:ko,FoodService:2384:en,en,100,high,0,우봉샤브,Woobong Shabu,same_id
FoodService:1539:ko,FoodService:1539:en,en,100,high,0,은하갈비,Eunha galbi,same_id
FoodService:1540:ko,FoodService:1540:en,en,100,high,0,합천국밥집, Hapcheon gukbapjip,same_id
FoodService:1541:ko,FoodService:1541:en,en,100,high,0,기장손칼국수, Gijangson kalguksu,same_id
FoodService:1542:ko,FoodService:1542:en,en,100,high,0,쌍둥이돼지국밥,Ssangdungi dwaejigukbap,same_id
FoodService:1543:ko,FoodService:1543:en,en,100,high,0,삼오불고기,Samo bulgogi,same_id
FoodService:1544:ko,FoodService:1544:en,en,100,high,0,언양불고기부산집,Eonyang bulgogi busanjip,same_id
FoodService:1545:ko,FoodService:1545:en,en,100,high,0,은해갈치, Eunhae galchi,same_id
FoodService:1546:ko,FoodService:1546:en,en,100,high,0,동백섬횟집,Dongbaekseom hoetjip,same_id
FoodService:1547:ko,FoodService:1547:en,en,100,high,0,새총횟집,Saechong hoetjip,same_id
FoodService:1548:ko,FoodService:1548:en,en,100,high,0,초필살돼지구이,Chopilsal dwaejigui,same_id
FoodService:1549:ko,FoodService:1549:en,en,100,high,0,거대숯불구이,Geodae sutbulgui,same_id
FoodService:1550:ko,FoodService:1550:en,en,100,high,0,부다면옥,Budamyeonok,same_id
FoodService:1551:ko,FoodService:1551:en,en,100,high,0,아저씨대구탕,Ajeossi daegutang,same_id
FoodService:1552:ko,FoodService:1552:en,en,100,high,0,영남돼지,Yeongnam dwaeji,same_id
FoodService:1553:ko,FoodService:1553:en,en,100,high,0,무진장횟집,Mujinjang hoetjip,same_id
FoodService:1554:ko,FoodService:1554:en,en,100,high,0,탐복,Tambok,same_id
FoodService:1555:ko,FoodService:1555:en,en,100,high,0,미미루,Mimiru,same_id
FoodService:1556:ko,FoodService:1556:en,en,100,high,0,부우사안,BUSAN,same_id
FoodService:1557:ko,FoodService:1557:en,en,100,high,0,산동완탕교자관, Sandong Wantang gyojagwan,same_id
FoodService:1558:ko,FoodService:1558:en,en,100,high,0,동경밥상,Donggyeong bapsang,same_id
FoodService:1559:ko,FoodService:1559:en,en,100,high,0,모즈,MOZU,same_id
FoodService:1560:ko,FoodService:1560:en,en,100,high,0,쇼진,SHOJIN,same_id
FoodService:1561:ko,FoodService:1561:en,en,100,high,0,스시시안,Sushi sian,same_id
FoodService:1562:ko,FoodService:1562:en,en,100,high,0,스시이루카,SUSHI IRUKA,same_id
FoodService:1563:ko,FoodService:1563:en,en,100,high,0,야키토리해공,YAKITORI Haegong,same_id
FoodService:1564:ko,FoodService:1564:en,en,100,high,0,제로베이스,Zero Base,same_id
FoodService:1565:ko,FoodService:1565:en,en,100,high,0,떼떼오네,TETE O NE,same_id
FoodService:1566:ko,FoodService:1566:en,en,100,high,0,라꽁띠,La ConTi,same_id
FoodService:1567:ko,FoodService:1567:en,en,100,high,0,리오네,Rione,same_id
FoodService:1568:ko,FoodService:1568:en,en,100,high,0,쉐프리,Chef Lee,same_id
FoodService:1569:ko,FoodService:1569:en,en,100,high,0,음주양식당오스테리아어부,Osteria Aboo,same_id
FoodService:1570:ko,FoodService:1570:en,en,100,high,0,이재모피자,Lee Jae-mo Pizza,same_id
FoodService:1571:ko,FoodService:1571:en,en,100,high,0,레땅,Restaurant L’étang,same_id
FoodService:1572:ko,FoodService:1572:en,en,100,high,0,라이옥,RAEOAK,same_id
FoodService:1573:ko,FoodService:1573:en,en,100,high,0,달타이,DAL THAI,same_id
FoodService:1574:ko,FoodService:1574:en,en,100,high,0,알로이타이레스토랑,ALOI THAI RESTAURANT,same_id
FoodService:1575:ko,FoodService:1575:en,en,100,high,0,카파도키아,Cappadocia,same_id
FoodService:1638:ko,FoodService:1638:en,en,100,high,0,쥬가정효,Jyugajeonghyo,same_id
FoodService:1639:ko,FoodService:1639:en,en,100,high,0,톤쇼우,Ton shou,same_id
FoodService:1576:ko,FoodService:1576:en,en,100,high,0,거북선횟집,Geobukseon hoetjip,same_id
FoodService:1577:ko,FoodService:1577:en,en,100,high,0,고스락,Goseurak,same_id
FoodService:1578:ko,FoodService:1578:en,en,100,high,0,규우정,Gyuujeong,same_id
FoodService:1579:ko,FoodService:1579:en,en,100,high,0,금랑횟집,Geumnang hoetjip,same_id
FoodService:1580:ko,FoodService:1580:en,en,100,high,0,뉼리,NEWLY,same_id
FoodService:1581:ko,FoodService:1581:en,en,100,high,0,맥퀸즈라운지,McQUEEN'S Lounge,same_id
FoodService:1582:ko,FoodService:1582:en,en,100,high,0,목장원,Mokjangwon,same_id
FoodService:1583:ko,FoodService:1583:en,en,100,high,0,오륙도가원,Oryukdogawon,same_id
FoodService:1584:ko,FoodService:1584:en,en,100,high,0,이레옥,Ireok,same_id
FoodService:1585:ko,FoodService:1585:en,en,100,high,0,칠성횟집,Chilseong hoetjip,same_id
FoodService:1586:ko,FoodService:1586:en,en,100,high,0,남풍,Nampung,same_id
FoodService:1587:ko,FoodService:1587:en,en,100,high,0,랩24바이쿠무다, LABXXIV by KUmuda,same_id
FoodService:1588:ko,FoodService:1588:en,en,100,high,0,르도헤,Le DORER,same_id
FoodService:1589:ko,FoodService:1589:en,en,100,high,0,마이클어반팜테이블,Michael's Urban Farm Table,same_id
FoodService:1590:ko,FoodService:1590:en,en,100,high,0,모리,Mori,same_id
FoodService:1591:ko,FoodService:1591:en,en,100,high,0,무궁화,Mugunghwa,same_id
FoodService:1592:ko,FoodService:1592:en,en,100,high,0,사까에,SAKAE,same_id
FoodService:1593:ko,FoodService:1593:en,en,100,high,0,셔블,Sheobul,same_id
FoodService:1594:ko,FoodService:1594:en,en,100,high,0,아쁘앙, Â POINT,same_id
FoodService:1595:ko,FoodService:1595:en,en,100,high,0,아오모리,AOMORI,same_id
FoodService:1596:ko,FoodService:1596:en,en,100,high,0,율링,Yulling,same_id
FoodService:1597:ko,FoodService:1597:en,en,100,high,0,차오란,CHAORAN,same_id
FoodService:1598:ko,FoodService:1598:en,en,100,high,0,팔레드신,PALAIS DE CHINE,same_id
FoodService:1599:ko,FoodService:1599:en,en,100,high,0,팔레트,palate,same_id
FoodService:1600:ko,FoodService:1600:en,en,100,high,0,하레마,HAREMA,same_id
FoodService:1601:ko,FoodService:1601:en,en,100,high,0,60년전통할매국밥,Yuksimnyeon jeontong  halmaegukbap,same_id
FoodService:1602:ko,FoodService:1602:en,en,100,high,0,개금밀면,Gaegeum milmyeon,same_id
FoodService:1603:ko,FoodService:1603:en,en,100,high,0,구포촌국수,Gupochonguksu,same_id
FoodService:1604:ko,FoodService:1604:en,en,100,high,0,금수복국,Geumsubokguk,same_id
FoodService:1605:ko,FoodService:1605:en,en,100,high,0,금용,Geumyong,same_id
FoodService:1606:ko,FoodService:1606:en,en,100,high,0,기장곰장어,Gijang gomjangeo,same_id
FoodService:1607:ko,FoodService:1607:en,en,100,high,0,동래할매파전,Dongnae halmaepajeon,same_id
FoodService:1608:ko,FoodService:1608:en,en,100,high,0,물꽁식당,Mulkkong sikdang,same_id
FoodService:1609:ko,FoodService:1609:en,en,100,high,0,박옥희할매집원조복국,puffer fish soup,same_id
FoodService:1610:ko,FoodService:1610:en,en,100,high,0,배종관동래삼계탕,Bae Jong-gwan Dongnae  samgyetang,same_id
FoodService:1611:ko,FoodService:1611:en,en,100,high,0,백구당,Baekgudang,same_id
FoodService:1612:ko,FoodService:1612:en,en,100,high,0,부산명물횟집,Busan myeongmul hoetjip,same_id
FoodService:1613:ko,FoodService:1613:en,en,100,high,0,비엔씨,B&C,same_id
FoodService:1614:ko,FoodService:1614:en,en,100,high,0,새진주식당,Saejinju sikdang,same_id
FoodService:1615:ko,FoodService:1615:en,en,100,high,0,서울깍두기,Seoul kkakdugi,same_id
FoodService:1616:ko,FoodService:1616:en,en,100,high,0,송정3대국밥,Songjeong samdae gukbap,same_id
FoodService:1617:ko,FoodService:1617:en,en,100,high,0,신발원,Sinbarwon,same_id
FoodService:1618:ko,FoodService:1618:en,en,100,high,0,신창국밥,Sinchan ggukbap,same_id
FoodService:1619:ko,FoodService:1619:en,en,100,high,0,신흥관,Sinheunggwan,same_id
FoodService:1620:ko,FoodService:1620:en,en,100,high,0,옛날오막집,Yennal omakjip,same_id
FoodService:1621:ko,FoodService:1621:en,en,100,high,0,원조할매낙지,Wonjo halmaenakji,same_id
FoodService:1622:ko,FoodService:1622:en,en,100,high,0,초원복국,Chowonbokguk,same_id
FoodService:1623:ko,FoodService:1623:en,en,100,high,0,평산옥,Pyeongsanok,same_id
FoodService:1625:ko,FoodService:1625:en,en,100,high,0,할매재첩국,Halmae jaecheopguk,same_id
FoodService:1626:ko,FoodService:1626:en,en,100,high,0,해운대소문난암소갈비집,Haeundae somunnan amso  galbijip,same_id
FoodService:1627:ko,FoodService:1627:en,en,100,high,0,레망파티쓰리,lesmains patisserie,same_id
FoodService:1628:ko,FoodService:1628:en,en,100,high,0,머그디저트랩,MUG Dessert LAB,same_id
FoodService:1629:ko,FoodService:1629:en,en,100,high,0,무슈뱅상,MONSIEUR VINCENT,same_id
FoodService:1630:ko,FoodService:1630:en,en,100,high,0,보느파티쓰 리,Bonheur Pâtisserie,same_id
FoodService:1631:ko,FoodService:1631:en,en,100,high,0,브레드365,bread365,same_id
FoodService:1632:ko,FoodService:1632:en,en,100,high,0,브리앙,Brilliant,same_id
FoodService:1633:ko,FoodService:1633:en,en,100,high,0,옵스,Ops,same_id
FoodService:1634:ko,FoodService:1634:en,en,100,high,0,모모스커피,Momos,same_id
FoodService:1635:ko,FoodService:1635:en,en,100,high,0,베르크로스터스,Werk Roasters,same_id
FoodService:1636:ko,FoodService:1636:en,en,100,high,0,블랙업커피,BLACKUP COFFEE,same_id
FoodService:1637:ko,FoodService:1637:en,en,100,high,0,히떼로스터리,HYTTE ROASTERY,same_id
FestivalService:71:ko,FestivalService:71:en,en,100,high,0,"부산바다축제(한,영, 중간,중번,일)",Into the sea of festivals,same_id
FestivalService:253:ko,FestivalService:253:en,en,100,high,0,"수국축제(한,영,중간,중번,일)",The beautiful and brilliant hydrangea at Taejongdae Park,same_id
FestivalService:329:ko,FestivalService:329:en,en,100,high,0,"센텀맥주축제(한,영,중간,중번,일)",Beer lovers! Come and visit the Centum Beer Festival!,same_id
FestivalService:330:ko,FestivalService:330:en,en,100,high,0,"금정산성축제(한,영,중간,중번,일)",Explore the culture at Geumjeongsanseong Festival,same_id
FestivalService:331:ko,FestivalService:331:en,en,100,high,0,"낙동강구포나루축제(한,영,중간,중번,일)","Nakdonggang Gupo Naru Festival, romantic memories of Gupo Quay",same_id
FestivalService:395:ko,FestivalService:395:en,en,100,high,0,"부산불꽃축제(한, 영, 중간, 중번, 일)","The beautiful harmony in the night sky of Busan, Busan Fireworks Festival",same_id
FestivalService:403:ko,FestivalService:403:en,en,100,high,0,"삼광사 연등축제(한,영,중간,중번,일)",Enjoy the colorful lotus lantern tunnel at the Samgwangsa Lotus Lantern Festival,same_id
FestivalService:405:ko,FestivalService:405:en,en,100,high,0,"해운대모래축제(한,영,중간,중번,일)",An artistic transformation of sand at the Haeundae Sand Festival,same_id
