canonical_id,canonical_key,status,category,source_service,lang_count,member_count,languages,kto_merges,title_ko,address,district,latitude,longitude,image_url,venue,event_period_raw
busan-A-00078,AttractionService:419:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,"복천박물관, 복천동고분군",부산광역시 동래구 복천로 63,동래구,35.208885,129.09116,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230205640434_ttiel,,
busan-A-00079,AttractionService:420:ko,same_place,attraction,AttractionService,6,7,ko|en|ja|zhs|zht|en,KorService2:130668:ko,벡스코,부산광역시 해운대구 APEC로 55,해운대구,35.169247,129.13628,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230210019945_ttiel,,
busan-A-00080,AttractionService:421:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,"영화의 전당(한,영,중간,중번,일)",부산광역시 해운대구 수영강변대로 120,해운대구,35.171055,129.12703,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230210358362_ttiel,,
busan-A-00081,AttractionService:425:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,"장안사(한,영,중간,중번,일)",부산광역시 기장군 장안읍 장안로 482,기장군,35.37473,129.2329,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231091948765_ttiel,,
busan-A-00082,AttractionService:426:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,백양산,부산광역시 부산진구 당감동,부산진구,35.182827,129.02196,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231092729834_ttiel,,
busan-A-00083,AttractionService:430:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,성지곡수원지,부산광역시 부산진구 새싹로 295,부산진구,35.187065,129.04105,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231100856743_ttiel,,
busan-A-00084,AttractionService:432:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,"장산(한,영,중간,중번,일)",부산광역시 해운대구 좌동 1390(대천공원),해운대구,35.193577,129.14497,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231101745599_ttiel,,
busan-A-00085,AttractionService:433:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,석불사,부산광역시 북구 만덕고개길 143-79,북구,35.221504,129.04861,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231102223413_ttiel,,
busan-A-00086,AttractionService:439:ko,same_place,attraction,AttractionService,5,6,ko|en|ja|zhs|zht,KorService2:1607360:ko,"동래향교, 기장향교(한,영,중간,중번,일)",부산광역시 동래구 동래로 103(동래향교) 부산광역시 기장군 기장읍 차성로417번길 35(기장향교),동래구,35.207752,129.0841,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231111302355_ttiel,,
busan-A-00087,AttractionService:444:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,"가덕도 연대봉(한,영,중간,중번,일)",부산광역시 강서구 천성동,강서구,35.026875,128.83395,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231180337567_ttiel,,
busan-A-00088,AttractionService:445:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,승학산 억새평원,부산광역시 사하구 당리동 산 45-1,사하구,35.116604,128.97968,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231181104098_ttiel,,
busan-A-00089,AttractionService:450:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,"대룡마을(한,영,중간,중번,일)",부산광역시 기장군 장안읍 대룡1길 17,기장군,35.371174,129.26433,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231184354051_ttiel,,
busan-A-00090,AttractionService:456:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,대신공원,부산광역시 서구 대신공원로 37-18,서구,35.121544,129.01619,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231192024538_ttiel,,
busan-A-00091,AttractionService:457:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,"화명수목원(한,영,중간,중번,일)",부산광역시 북구 산성로 299,북구,35.25257,129.04205,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231192531286_ttiel,,
busan-A-00092,AttractionService:458:ko,same_place,attraction,AttractionService,5,6,ko|en|ja|zhs|zht,KorService2:128053:ko,선암사,부산광역시 부산진구 백양산로 138,부산진구,35.176968,129.02771,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231193124555_ttiel,,
busan-A-00093,AttractionService:459:ko,same_place,attraction,AttractionService,5,6,ko|en|ja|zhs|zht,KorService2:346661:ko,운수사,부산광역시 사상구 모라로219번길 173,사상구,35.18432,129.01346,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231193736138_ttiel,,
busan-A-00094,AttractionService:463:ko,busan_confirmed,attraction,AttractionService,5,5,ko|en|ja|zhs|zht,,"스포원파크(한,영,중간,중번,일)",부산광역시 금정구 체육공원로399번길 324,금정구,35.291504,129.10487,https://www.visitbusan.net/uploadImgs/files/cntnts/20251201114557109_ttiel,,
