candidate_id,provider,image_url,source_record_id,source_detail_url,rights_field_name,rights_field_value,linkage_method,linkage_status,confidence,note
busan-K-00380,kto,http://tong.visitkorea.or.kr/cms/resource/27/2795627_image2_1.jpg,2783360,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2783360→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00381,kto,http://tong.visitkorea.or.kr/cms/resource/56/2795656_image2_1.jpg,2783380,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2783380→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00382,kto,http://tong.visitkorea.or.kr/cms/resource/15/2795715_image2_1.jpg,2783646,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2783646→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00383,kto,http://tong.visitkorea.or.kr/cms/resource/72/2787972_image2_1.jpg,2784112,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2784112→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00386,kto,http://tong.visitkorea.or.kr/cms/resource/98/2787498_image2_1.jpg,2784325,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2784325→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00387,kto,http://tong.visitkorea.or.kr/cms/resource/22/3336622_image2_1.jpg,2784330,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2784330→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00388,kto,http://tong.visitkorea.or.kr/cms/resource/60/2787660_image2_1.jpg,2784351,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2784351→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00389,kto,http://tong.visitkorea.or.kr/cms/resource/04/2787704_image2_1.jpg,2784356,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2784356→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00391,kto,http://tong.visitkorea.or.kr/cms/resource/10/2790710_image2_1.JPG,2785265,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2785265→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00393,kto,http://tong.visitkorea.or.kr/cms/resource/90/2785290_image2_1.jpg,2785267,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2785267→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00394,kto,http://tong.visitkorea.or.kr/cms/resource/03/2785303_image2_1.jpg,2785269,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2785269→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00397,kto,http://tong.visitkorea.or.kr/cms/resource/03/2797503_image2_1.JPG,2785275,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2785275→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00399,kto,http://tong.visitkorea.or.kr/cms/resource/93/2790693_image2_1.JPG,2785277,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2785277→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00400,none,,,,,,,no_image,n/a,이미지 URL 없음
busan-K-00401,kto,http://tong.visitkorea.or.kr/cms/resource/56/2790956_image2_1.JPG,2785611,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2785611→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00402,kto,http://tong.visitkorea.or.kr/cms/resource/07/3370707_image2_1.jpg,2785762,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type1,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2785762→raw cpyrhtDivCd=Type1. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00403,kto,http://tong.visitkorea.or.kr/cms/resource/24/2800524_image2_1.jpg,2785956,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2785956→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00404,kto,http://tong.visitkorea.or.kr/cms/resource/49/2800449_image2_1.JPG,2785965,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2785965→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00405,kto,http://tong.visitkorea.or.kr/cms/resource/62/2800462_image2_1.jpg,2785970,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2785970→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00406,kto,http://tong.visitkorea.or.kr/cms/resource/23/2792523_image2_1.jpg,2786008,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2786008→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00407,kto,http://tong.visitkorea.or.kr/cms/resource/14/2797514_image2_1.JPG,2786742,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2786742→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00408,kto,http://tong.visitkorea.or.kr/cms/resource/45/2797545_image2_1.JPG,2786766,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2786766→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00409,kto,http://tong.visitkorea.or.kr/cms/resource/66/2797566_image2_1.JPG,2786779,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2786779→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
busan-K-00410,kto,http://tong.visitkorea.or.kr/cms/resource/18/2798218_image2_1.JPG,2787109,https://www.data.go.kr/data/15101578/openapi.do,cpyrhtDivCd,Type3,linked_source_keys_to_contentid_cpyrhtdivcd,auto_linkable,high,KorService2:2787109→raw cpyrhtDivCd=Type3. 권리 유형 확인됨 — 상업·수정·출처 조건은 20A-2 정책 참조.
