candidate_id,title_ko,category,district,lat,lng,primary_source_type,primary_external_id,linked_source_keys,source_url,display_url,primary_image_url,image_count,image_status,rights_status,rights_basis,collected_at,provenance_file,provenance_commit
busan-A-00045,삼락생태공원,attraction,사상구,35.16884,128.97397,busan_official_api,AttractionService:325:ko,AttractionService:325:ko,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602100722403_ttiel,1,image_sufficient,operational_assumed,"공식 관광 원천 일반 홍보 이미지, 이미지 수준 명시적 제한 미확인",2026-07-24T00:27:42.723Z,data/tourapi/candidates/busan/busan-integrated-candidates.csv,fe43388
busan-A-00046,"암남공원, 송도해안볼레길",attraction,서구,35.058804,129.01566,busan_official_api,AttractionService:326:ko,AttractionService:326:ko,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227112720050_ttiel,1,image_sufficient,operational_assumed,"공식 관광 원천 일반 홍보 이미지, 이미지 수준 명시적 제한 미확인",2026-07-24T00:27:42.723Z,data/tourapi/candidates/busan/busan-integrated-candidates.csv,fe43388
busan-A-00047,장림포구 (부네치아),attraction,사하구,35.080727,128.95694,busan_official_api,AttractionService:333:ko,AttractionService:333:ko,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227160751479_ttiel,1,image_sufficient,operational_assumed,"공식 관광 원천 일반 홍보 이미지, 이미지 수준 명시적 제한 미확인",2026-07-24T00:27:42.723Z,data/tourapi/candidates/busan/busan-integrated-candidates.csv,fe43388
busan-A-00048,가덕도,attraction,강서구,35.022896,128.8172,busan_official_api,AttractionService:334:ko,AttractionService:334:ko,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227161822663_ttiel,1,image_sufficient,operational_assumed,"공식 관광 원천 일반 홍보 이미지, 이미지 수준 명시적 제한 미확인",2026-07-24T00:27:42.723Z,data/tourapi/candidates/busan/busan-integrated-candidates.csv,fe43388
busan-A-00049,렛츠런파크 부산경남,attraction,강서구,35.1566,128.87521,busan_official_api,AttractionService:335:ko,AttractionService:335:ko,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227163229549_ttiel,1,image_sufficient,operational_assumed,"공식 관광 원천 일반 홍보 이미지, 이미지 수준 명시적 제한 미확인",2026-07-24T00:27:42.723Z,data/tourapi/candidates/busan/busan-integrated-candidates.csv,fe43388
busan-A-00050,국립부산과학관,attraction,기장군,35.20468,129.2127,busan_official_api,AttractionService:340:ko,AttractionService:340:ko,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20230901132543063_ttiel,1,image_sufficient,operational_assumed,"공식 관광 원천 일반 홍보 이미지, 이미지 수준 명시적 제한 미확인",2026-07-24T00:27:42.723Z,data/tourapi/candidates/busan/busan-integrated-candidates.csv,fe43388
busan-A-00051,송상현광장,attraction,부산진구,35.166397,129.06595,busan_official_api,AttractionService:343:ko,AttractionService:343:ko,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227175243198_ttiel,1,image_sufficient,operational_assumed,"공식 관광 원천 일반 홍보 이미지, 이미지 수준 명시적 제한 미확인",2026-07-24T00:27:42.723Z,data/tourapi/candidates/busan/busan-integrated-candidates.csv,fe43388
busan-A-00052,어린이대공원,attraction,부산진구,35.184998,129.04153,busan_official_api,AttractionService:344:ko,AttractionService:344:ko,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227180139517_ttiel,1,image_sufficient,operational_assumed,"공식 관광 원천 일반 홍보 이미지, 이미지 수준 명시적 제한 미확인",2026-07-24T00:27:42.723Z,data/tourapi/candidates/busan/busan-integrated-candidates.csv,fe43388
busan-A-00053,국립부산국악원,attraction,부산진구,35.17132,129.05424,busan_official_api,AttractionService:346:ko,AttractionService:346:ko,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227181259877_ttiel,1,image_sufficient,operational_assumed,"공식 관광 원천 일반 홍보 이미지, 이미지 수준 명시적 제한 미확인",2026-07-24T00:27:42.723Z,data/tourapi/candidates/busan/busan-integrated-candidates.csv,fe43388
busan-A-00054,삼광사,attraction,부산진구,35.175694,129.04338,busan_official_api,AttractionService:347:ko,AttractionService:347:ko,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227184611977_ttiel,1,image_sufficient,operational_assumed,"공식 관광 원천 일반 홍보 이미지, 이미지 수준 명시적 제한 미확인",2026-07-24T00:27:42.723Z,data/tourapi/candidates/busan/busan-integrated-candidates.csv,fe43388
busan-A-00055,청사포와 미포,attraction,해운대구,35.1602,129.19138,busan_official_api,AttractionService:348:ko,AttractionService:348:ko,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227190325222_ttiel,1,image_sufficient,operational_assumed,"공식 관광 원천 일반 홍보 이미지, 이미지 수준 명시적 제한 미확인",2026-07-24T00:27:42.723Z,data/tourapi/candidates/busan/busan-integrated-candidates.csv,fe43388
busan-A-00056,부산시민공원,attraction,부산진구,35.16841,129.05739,busan_official_api,AttractionService:354:ko,AttractionService:354:ko,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227194942971_ttiel,1,image_sufficient,operational_assumed,"공식 관광 원천 일반 홍보 이미지, 이미지 수준 명시적 제한 미확인",2026-07-24T00:27:42.723Z,data/tourapi/candidates/busan/busan-integrated-candidates.csv,fe43388
