candidate_id,place_name,current_vb_image_url,matched_kto_contentid,replacement_kto_image_url,kto_license_type,match_method,match_confidence,replacement_status,decision_reason
busan-A-00079,벡스코,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230210019945_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00080,"영화의 전당(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20191230210358362_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00081,"장안사(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20191231091948765_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00082,백양산,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231092729834_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00083,성지곡수원지,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231100856743_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00084,"장산(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20191231101745599_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00085,석불사,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231102223413_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00086,"동래향교, 기장향교(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20191231111302355_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00087,"가덕도 연대봉(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20191231180337567_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00088,승학산 억새평원,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231181104098_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00089,"대룡마을(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20191231184354051_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00090,대신공원,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231192024538_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00091,"화명수목원(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20191231192531286_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00092,선암사,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231193124555_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00093,운수사,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231193736138_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00094,"스포원파크(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20251201114557109_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00095,"우암동 소막마을(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200101164518953_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00096,"충렬사(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200102125306322_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00097,부산커피박물관,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102141456051_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00098,사상생활사박물관,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102142920888_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00099,사직야구장,https://www.visitbusan.net/uploadImgs/files/cntnts/20200110144727057_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00100,"부산타워(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200206095452989_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00101,"신평소공원(한, 영)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200514115750295_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00102,기장 도예 관광 힐링촌 테마숲(한),https://www.visitbusan.net/uploadImgs/files/cntnts/20200706141824447_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00103,부산신발이야기(한),https://www.visitbusan.net/uploadImgs/files/cntnts/20200706134923010_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00104,"오션블루 가덕휴게소(한, 중간)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200717114524295_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00106,"정승빈작가-우암동 소막마을(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200722140028489_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00107,"부산치유의 숲(한, 영)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200729150013892_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00108,구덕문화공원(한),https://www.visitbusan.net/uploadImgs/files/cntnts/20200812172315522_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00109,"정승빈작가-아미동비석마을(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818133843206_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00110,"힐링하기 좋은 부산 어촌마을 (한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20201030154341972_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00111,"턴투워드부산(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20201106141515814_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00112,"기장 달음산 자연휴양림(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20201201103753100_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00113,"부산도서관(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20201216170753435_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00114,"해운대수목원 (한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230202161355598_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00115,"영도 봉산마을(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20211116151308755_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00116,"KT&G상상마당 부산(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20211123183743098_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00117,"광안종합시장 (한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20220711140504179_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00118,"롯데월드 어드벤처 부산 (한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20220901105446739_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00119,"현대 모터스튜디오 부산(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20220913120133333_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00120,"힙함 가득한 전포공구길(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20220921114402310_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00121,"송도해상케이블카(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230508183214812_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00122,"화명생태공원(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230519190619574_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00123,"태종대자동차극장(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230525134753245_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00124,"부산근현대역사관 별관(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602095512309_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
busan-A-00125,"우암동 도시숲(한,영,중간,중번,일)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230531220739285_ttiel,,,,no_match,unmatched,no_kto_match,장소명·주소·좌표 기반 KTO 대체 후보 없음.
