candidate_id,title_ko,primary_status,pg_high_count,pg_manual_count,best_pg_confidence,representative_photo_id,representative_photo_url,representative_title,selection_score,classification,reason
busan-F-00013,부산명물횟집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00014,부산꼼장어맛집 성일집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00015,이재모피자 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00016,모모스커피,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00017,배비장보쌈구서본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00018,장수장 꼬리곰탕,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00019,거대갈비,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00020,금수복국 해운대본점,review_required,0,5,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00021,다온 한정식,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00022,동백섬횟집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00023,르꽁비브,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00024,파니니브런치본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00025,문스시,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00026,할매재첩국집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00027,예이제,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00028,합천일류돼지국밥,review_required,0,2,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00029,원조석대추어탕,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00030,웨이브온커피,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00031,대티물꽁,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00032,원조18번완당,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00033,할매복국,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00034,젠스시,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00035,신창국밥 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00036,옛날오막집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00037,평안도족발,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00038,한우숯불양곱창,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00039,쌍둥이돼지국밥 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00040,국이네낙지볶음,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00041,베지나랑,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00042,광안리신라횟집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00043,이층집 564-9,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00044,초원복국,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00045,석화한정식,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00046,내당,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00047,봉식당,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00048,신발원,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00049,초량1941,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00050,60년 전통 할매국밥,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00051,함경면옥,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00052,김유순대구뽈찜,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00053,백산키친,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00054,왔다식당,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00055,영변횟집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00056,방코,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00057,구포촌국수,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00058,얼크니손칼국수,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00059,탐복,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00060,곤국,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00061,다이닝센 부산본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00062,오륙도 가원,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00063,해남식당 부산용호동W스퀘어점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00064,범일빈대떡,review_required,0,1,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00065,금강만두,review_required,0,1,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00066,석화정,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00067,에테르,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00068,디저트시네마,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00069,북경,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00070,연산낙지해물탕,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00071,옻바다전복삼계탕,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00072,팔미초밥,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00073,다리집 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00074,남촌,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00075,북경의자전거,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00076,광안리 언양불고기 부산집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00077,식당 3선 덕천점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00078,함경면옥 덕천점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00079,홍옥당,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00080,디에이블 송도점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00081,몽실종가돼지국밥 감천문화마을 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00082,식당 토성동,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00083,청죽,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00084,편의방,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00085,동원장수촌,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00086,포항가자미물회국수말이전문점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00087,괘법쭈꾸미전문점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00088,삼진어묵 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00089,광명집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00090,명지첫집 국제신도시본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00091,명품외식 육면정,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00092,호포갈비 문현점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00093,평산옥,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00094,공감식당,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00095,다옴 서면 삼정타워점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00096,당감밀면,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00097,버거샵 서면,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00098,소수인,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00099,양평칼국수 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00100,영진돼지국밥 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00101,신흥반점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00102,동원숯불갈비,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00103,도날드,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00104,영도우,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00105,함흥보쌈사계절냉면,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00106,원산면옥,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00107,개미집신도시점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00108,오리한상 명지본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00109,만포밀면옥,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00110,맛사랑채,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00111,우정까망촌돼지,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00112,금랑횟집 광안리본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00113,난파센,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00114,화국반점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00115,로얄경양식&스테이크 광안점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00116,본참치,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00117,무궁화,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00118,어가초밥,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00119,배꼽시계,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00120,사랑도횟집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00121,삼송초밥 부산남포본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00122,솔리보,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00123,부산족발,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00124,포에버얌 부산기장점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00125,물레방아 즉석구이,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00126,양귀빈 식당 3호점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00127,고민끝에여기,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00128,명송초밥,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00129,다께,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00130,남포삼계탕,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00131,지에이비148,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00132,대수정,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00133,목장원,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00134,톤쇼우 광안점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00135,그라치에,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00136,동촌황정순수육전골,review_required,0,1,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00137,소우닭계,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00138,양지추어탕,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00139,초량통닭,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00140,홍성방 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00141,먹음직 온천천점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00142,미미루,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00143,밀보스79,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00144,세연정,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00145,조방낙지마당,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00146,초록담미역국,review_required,0,1,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00147,타이빈,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00148,경찰서옆초밥집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00149,동백아가씨1961 서면점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00150,장어촌,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00151,전통음식점 원양,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00152,구공탄,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00153,금용만두,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00154,웅천집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00155,평양집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00156,대왕불맛,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00157,전골그집 주례본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00158,함양본가어탕국수,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00159,오공떵번,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00160,우연횟집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00161,마파람해물찜해물탕 구서본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00162,청해수산,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00163,궁중해물탕 조씨집 대연본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00164,까치횟집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00165,미청식당,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00166,피아크 카페&베이커리,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00167,큐제,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00168,커피스가모 인 서면,review_required,0,2,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00169,칠암사계,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00170,초량온당,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00171,원조 바다집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00172,이흥용과자점 부산대직영점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00173,소문난원조조방낙지본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00174,오대양횟집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00175,오륙도낙지 범일본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00176,일미아구찜,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00177,제주복국,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00178,1966정원 천성항점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00179,용호동할매팥빙수단팥죽 본점,review_required,0,2,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00180,올드머그,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00181,아데초이,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00182,빌라빌레쿨라,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00183,브리타니,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00184,브레이크인커피,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00185,bread365,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00186,보리종파티세리 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00187,바우노바,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00188,부산대 포맨티코 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00189,명란브랜드연구소,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00190,육화목,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00191,어밤부,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00192,우토피아,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00193,우봉,review_required,0,3,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00194,굿모닝홍콩,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00195,버거인뉴욕,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00196,반핀 서면전포점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00197,복성반점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00198,쉐프리,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00199,부우사안,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00200,스톤스트리트,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00201,산동완탕교자관,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00202,삼형제오리 부산1호점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00203,동광동 석기시대 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00204,음주양식당 오스테리아 어부,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00205,칸웨이,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00206,고옥,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00207,글라스앤보틀,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00208,앙탄,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00209,교토돈부리 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00210,나가하마만게츠,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00211,노는바다,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00212,동경밥상,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00213,슌,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00214,스시미르네 본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00215,스시심 타카이,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00216,야스마루 쇼쿠도,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00217,중앙모밀,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00218,킹콩스시,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00219,타이가 텐푸라,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00220,톤쇼우 부산대점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00221,삼성밀면,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00222,부산약콩밀면 이기대본점,review_required,0,13,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00223,면채움,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00224,대연밀면,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00225,합천국밥집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00226,정짓간 돼지국밥 & 막국수,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00227,우리돼지국밥,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00228,수복돼지국밥,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00229,부광돼지국밥전문점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00230,행복을 짓는 수향촌밥상,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00231,해물왕창칼국수,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00232,할매재첩국부산본점,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00233,동래할매파전,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00234,박해윤통영해물밥상,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00235,원조꼬리곰집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00236,하동재첩국,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00237,하기연진주냉면,review_required,0,1,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00238,장안집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00239,이가네칼국수,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00240,이가네떡볶이,review_required,0,13,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00241,우성삼계탕,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00242,몽뜰,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00243,조광심민속왕순대,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00244,할매집회국수,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00245,나탄약선요리,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00246,부다면옥,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00247,본 고갈비,review_required,0,6,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00248,88돼지갈비,review_required,0,4,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00249,돌솥밥집,review_required,0,1,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00250,맹여사육전육회,review_required,0,1,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00251,은하갈비,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-F-00252,합천국밥집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00253,기장손칼국수,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-F-00254,쌍둥이돼지국밥,review_required,0,2,manual_review,,,,0,review_required,"primary rights unknown (dec=""review_required""); PG match=manual_review"
busan-F-00255,삼오불고기,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-F-00256,언양불고기부산집,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-F-00257,은해갈치,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00258,동백섬횟집,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
busan-F-00259,새총횟집,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-F-00260,초필살돼지구이,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-F-00261,거대숯불구이,review_required,0,0,no_match,,,,0,keep_primary,primary=review_required; no supplementary action needed
